endNodeInternalId,startNodeInternalId
1302,37942
612,37942
181,38002
1300,38002
1302,38002
225,38076
1300,38076
47,38076
50,38076
225,38184
50,38184
47,38184
50,38270
1300,38270
612,38270
181,38324
1302,38324
182,38324
612,38426
612,38444
182,38444
182,38485
1302,38485
181,38485
1300,38485
612,38501
1300,38552
1301,38552
50,38552
47,38552
612,38631
50,38666
612,38666
612,38693
182,38693
1301,38712
50,38712
47,38712
50,38763
47,38763
613,38763
612,38813
49,38813
613,38813
50,38899
613,38899
225,38937
1300,38937
50,38937
47,38937
613,39092
612,39092
7088,39092
612,39195
1301,39195
2500,39195
181,39208
1150,39208
612,39327
50,39362
1302,39362
1300,39362
1301,39405
1150,39405
50,39405
50,39469
1150,39469
1301,39469
1302,39483
181,39483
182,39483
1300,39607
181,39607
50,39607
182,39607
49,39607
181,39689
1300,39689
50,39689
49,39689
182,39689
1300,39712
181,39712
50,39712
182,39712
49,39712
181,39747
1300,39747
50,39747
49,39747
182,39747
181,39815
49,39815
612,39815
182,39815
225,39873
47,39873
50,39873
1300,39873
50,40018
47,40117
225,40117
1300,40117
50,40117
1300,40203
181,40203
182,40203
1300,40288
181,40288
182,40288
1300,40413
181,40413
182,40413
50,40569
1302,40569
1300,40594
612,40594
7088,40594
182,40640
612,40640
1151,40640
612,40711
1301,40711
612,40750
182,40750
1151,40750
613,40750
613,40780
612,40780
181,40780
49,40832
612,40832
182,40832
1151,40832
612,40899
47,40899
181,40915
182,40915
49,40915
182,40945
1302,40945
1151,40945
1150,41000
1151,41000
1302,41000
1302,41073
181,41073
612,41105
2298,41105
181,41213
612,41213
182,41213
612,41232
1151,41232
1302,41232
612,41268
2479,41268
612,41332
1151,41332
182,41332
612,41362
41363,41362
612,41372
612,41431
7088,41431
182,41612
49,41612
612,41612
612,41680
613,41680
612,41716
612,41791
182,41791
7088,41791
49,41866
612,41866
182,41866
1150,41866
49,41911
612,41911
1151,41911
613,41911
182,41911
182,42004
181,42004
1301,42004
181,42057
612,42057
2298,42057
612,42085
182,42085
49,42085
613,42085
612,42124
613,42124
613,42147
50,42147
612,42170
613,42170
50,42313
612,42313
1301,42313
613,42313
1300,42393
612,42393
47,42393
181,42421
49,42421
612,42421
182,42421
225,42565
50,42565
47,42565
47,42607
50,42607
181,42691
1300,42691
2298,42691
1302,42892
182,42892
1150,42892
1300,43122
225,43122
50,43122
47,43122
612,43165
613,43165
50,43186
47,43186
1300,43186
215,43249
215,43262
182,43337
612,43337
49,43337
612,43418
613,43418
225,43470
1301,43470
1300,43470
612,43484
613,43484
2500,43484
612,43499
613,43499
181,43525
1300,43525
182,43525
2298,43525
181,43603
1300,43603
182,43603
2298,43603
181,43665
1300,43665
182,43665
2298,43665
612,43734
612,43775
182,43775
181,43775
612,43919
1301,43919
612,43951
612,43989
49,44055
612,44055
613,44070
612,44070
50,44070
49,44126
182,44126
181,44126
612,44146
1300,44146
1302,44146
613,44146
50,44184
612,44184
612,44247
2479,44247
225,44247
215,44267
613,44270
50,44270
49,44270
215,44294
215,44305
612,44307
612,44355
50,44377
2500,44377
181,44396
1300,44396
1151,44468
612,44468
612,44486
613,44512
612,44512
50,44539
612,44539
49,44539
612,44564
50,44564
612,44614
182,44614
49,44614
1300,44690
50,44690
1150,44690
1302,44690
612,44697
1151,44697
182,44697
49,44711
1301,44711
612,44711
181,44811
612,44811
1151,44811
49,44851
612,44851
215,44932
612,44932
215,44984
612,44984
225,44990
612,44994
613,44994
7088,44994
612,45036
613,45036
612,45121
181,45121
182,45121
49,45121
612,45158
613,45158
50,45233
612,45233
612,45253
1301,45253
1150,45253
181,45272
1300,45272
1150,45272
1302,45272
182,45272
1302,45329
181,45329
1300,45329
612,45488
49,45488
182,45488
181,45506
612,45506
181,45538
612,45538
1301,45554
1150,45554
1301,45562
181,45562
1301,45681
612,45681
182,45681
613,45681
181,45754
1300,45754
612,45754
7088,45754
50,45872
49,45872
181,45872
612,45936
181,45936
1300,45936
7088,45936
2298,45936
613,46034
2479,46034
50,46034
1302,46079
1300,46079
181,46079
50,46079
47,46079
1302,46150
181,46150
1300,46150
50,46150
47,46150
181,46166
1300,46166
50,46166
47,46166
1301,46166
1302,46166
612,46186
1300,46223
181,46223
181,46371
49,46371
182,46371
182,46426
612,46493
49,46493
182,46493
612,46662
182,46662
49,46662
1300,46662
50,46695
612,46722
50,46722
613,46722
50,46758
612,46758
1150,46775
182,46775
50,46775
50,46852
612,46852
50,46918
612,46918
612,46950
1302,46950
1150,46950
50,47011
612,47011
49,47039
612,47039
50,47039
1150,47047
182,47047
1302,47047
1150,47207
182,47207
181,47211
182,47211
181,47281
182,47281
181,47359
182,47359
50,47426
49,47426
612,47426
1150,47556
181,47556
1302,47556
1150,47659
181,47659
1302,47659
612,47825
7088,47825
181,47893
612,47893
7088,47893
50,48256
613,48256
50,48289
2479,48289
47,48289
1151,48380
182,48380
613,48453
612,48453
50,48492
613,48627
50,48627
2479,48627
612,48689
49,48709
612,48709
1151,48709
182,48709
181,48730
1300,48730
50,48730
47,48730
1301,48730
612,48790
1150,48816
182,48816
50,48847
613,48847
182,48916
49,48916
50,48952
613,48952
612,48972
49,48972
612,49014
50,49051
50,49100
613,49100
182,49135
181,49135
50,49135
49,49135
50,49172
2479,49172
181,49223
49,49223
612,49223
182,49223
181,49260
182,49260
612,49260
50,49345
49,49429
612,49429
50,49485
612,49576
612,49670
182,49670
49,49670
7088,49670
1151,49670
612,49732
50,49732
47,49777
1300,49777
612,49777
181,49810
182,49810
1302,49810
1300,49810
1301,50077
50,50077
613,50077
181,50135
1300,50135
49,50135
181,50209
1300,50209
182,50209
612,50289
613,50384
50,50384
49,50432
612,50432
1151,50432
182,50432
181,50432
182,50475
612,50475
1151,50475
1150,50475
49,50493
612,50493
182,50493
49,50586
612,50586
181,50649
182,50649
1300,50714
50,50714
1302,50714
1300,50827
50,50827
1302,50827
181,50865
1300,50865
2500,50865
612,50881
49,50881
182,50881
612,50921
215,50937
181,50968
1300,50968
182,50968
612,51023
2479,51023
1150,51051
215,51251
612,51260
7088,51260
1150,51275
1150,51390
1150,51449
1302,51465
50,51465
1150,51465
612,51484
1150,51484
49,51484
612,51526
182,51526
181,51548
182,51548
49,51548
181,51609
1150,51609
1302,51609
182,51609
182,51650
49,51650
181,51706
612,51706
182,51706
612,51727
613,51727
612,51788
612,51803
182,51803
612,51836
613,51836
2298,51836
1302,51911
181,51911
1300,51911
181,52004
1302,52004
1300,52004
181,52108
1300,52108
50,52108
613,52108
181,52157
1300,52157
1301,52157
612,52192
1301,52192
182,52192
1150,52192
612,52235
1300,52254
181,52254
1301,52254
1300,52314
181,52314
1301,52314
181,52369
1302,52369
182,52369
2298,52409
612,52409
182,52409
7088,52409
181,52461
1300,52461
1302,52461
612,52831
215,52870
50,52875
215,52884
215,52897
215,52938
215,52948
7088,52948
50,52948
215,52962
612,52974
182,52974
1151,52974
612,52995
2298,52995
181,52995
612,53029
613,53029
50,53095
50,53130
612,53130
47,53130
181,53168
49,53168
182,53168
49,53202
612,53202
612,53238
2479,53238
612,53304
613,53304
50,53304
1302,53323
612,53323
50,53323
50,53380
613,53380
612,53417
1151,53417
182,53417
1150,53417
612,53494
2479,53494
49,53579
1151,53579
182,53579
50,53801
613,53801
50,53892
613,53892
181,53993
612,53993
49,54023
612,54023
182,54023
50,54181
612,54181
613,54181
1301,54205
50,54205
1300,54205
612,54239
613,54239
215,54265
2479,54265
613,54282
612,54282
1151,54282
50,54341
613,54341
41363,54383
49,54383
1151,54383
50,54398
612,54398
7088,54398
612,54413
7088,54413
182,54413
215,54569
225,54580
1302,54580
181,54580
1300,54580
47,54580
1300,54618
1302,54618
181,54618
612,54681
612,54691
181,54700
50,54700
215,54700
612,54700
613,54700
182,54700
1300,54711
181,54711
1301,54711
181,54790
1300,54790
1150,54790
182,54790
612,54895
182,54895
7088,54950
612,54950
612,54966
1150,54966
50,54966
1301,54977
181,54977
182,54977
1302,54977
1150,54977
1300,55004
612,55004
50,55004
181,55097
182,55097
2298,55097
612,55097
612,55118
7088,55118
1300,55380
47,55380
1301,55380
1302,55380
41363,55380
181,55403
47,55403
612,55403
612,55461
7088,55461
612,55516
613,55516
1300,55565
181,55565
1302,55565
1300,55621
181,55621
1302,55621
1300,55725
181,55725
1302,55725
1300,55837
181,55837
1302,55837
1300,55914
181,55914
1302,55914
182,55988
612,55988
49,55988
50,56076
612,56076
613,56076
613,56122
1302,56122
612,56122
1151,56122
612,56181
613,56181
7088,56181
612,56291
1300,56291
613,56291
182,56291
613,56316
612,56316
50,56316
1300,56332
7088,56332
181,56332
612,56389
613,56389
612,56422
613,56422
612,56449
612,56488
1151,56488
1150,56488
612,56603
1302,56680
181,56680
181,56766
1300,56766
1301,56766
612,56992
2479,56992
1150,57015
1151,57015
182,57015
613,57100
7088,57100
50,57100
612,57131
612,57151
182,57151
181,57179
182,57179
1302,57179
1150,57179
612,57205
181,57231
182,57231
49,57231
49,57346
612,57346
1151,57346
182,57346
612,57400
613,57400
1302,57483
182,57483
612,57613
7088,57613
612,57690
1300,57690
612,57715
182,57715
612,57748
613,57748
50,57759
1150,57759
1301,57759
49,57808
182,57808
612,57808
2298,57881
7088,57881
181,57881
1300,57881
612,57881
613,57881
613,58036
612,58036
50,58074
612,58074
613,58074
181,58147
50,58147
2500,58147
49,58147
1150,58168
1151,58168
182,58168
1150,58249
182,58249
1151,58280
1150,58280
182,58280
1300,58318
1301,58318
181,58318
182,58318
50,58345
215,58345
612,58353
1151,58353
182,58353
612,58518
182,58518
612,58541
613,58541
1151,58583
49,58583
612,58583
181,58648
182,58648
1150,58733
181,58733
182,58733
1300,58740
1301,58740
181,58740
182,58740
181,58765
1300,58765
1301,58765
182,58765
1300,58833
612,58833
47,58833
612,58862
182,58862
612,58875
49,58875
182,58875
2479,58984
50,58984
612,59006
181,59035
49,59035
612,59035
1151,59035
182,59035
50,59076
613,59076
181,59096
50,59179
613,59179
50,59199
612,59199
613,59199
50,59219
613,59219
2500,59251
1300,59251
181,59251
612,59314
7088,59314
2298,59314
181,59314
181,59536
182,59536
49,59536
613,59591
50,59591
612,59591
612,59630
613,59630
181,59657
49,59657
612,59657
41363,59703
182,59703
181,59716
182,59716
50,59731
612,59731
613,59731
49,59779
1151,59779
182,59779
181,59779
612,59830
1151,59830
613,59830
181,59861
1150,59870
612,59870
182,59870
1151,59870
181,59912
49,59912
612,59912
182,59912
181,59937
1302,59937
215,60065
612,60079
2479,60079
47,60079
2500,60152
181,60152
612,60152
612,60212
50,60212
182,60227
612,60227
1151,60227
613,60227
50,60244
613,60244
1300,60266
181,60266
182,60266
1151,60266
225,60341
50,60341
47,60341
1301,60341
613,60483
50,60483
1302,60544
182,60544
50,60626
49,60626
1151,60720
182,60720
1302,60749
50,60779
613,60793
50,60793
49,60793
612,60793
181,60833
49,60833
612,60833
182,60833
1300,60868
181,60868
182,60868
1302,60868
1150,60989
50,61055
49,61055
182,61055
181,61088
49,61088
182,61088
182,61101
49,61101
181,61101
181,61123
49,61123
612,61123
1151,61123
613,61123
182,61123
49,61153
181,61161
182,61161
41363,61161
181,61181
182,61181
49,61194
182,61194
182,61224
182,61243
181,61243
181,61262
1302,61262
181,61276
49,61276
182,61276
181,61345
612,61345
182,61345
1302,61389
1302,61406
612,61479
1302,61479
1151,61479
50,61496
613,61496
50,61632
1301,61632
613,61632
50,61645
612,61645
181,61678
50,61678
49,61678
49,61717
181,61717
612,61717
1300,61768
181,61768
1301,61768
1302,61768
182,61768
613,61768
225,61768
2479,61809
612,61809
182,61881
49,61881
612,61881
49,61940
612,61940
1151,61940
182,61940
1300,62029
181,62029
612,62029
50,62054
182,62054
49,62054
50,62119
613,62207
182,62207
612,62207
181,62224
1302,62224
182,62224
41363,62257
612,62257
182,62257
2298,62257
50,62271
181,62286
1300,62286
612,62286
182,62286
1302,62387
1300,62387
181,62387
50,62415
1150,62415
181,62429
49,62429
182,62429
612,62452
41363,62452
181,62517
49,62517
612,62517
2298,62579
612,62579
613,62579
50,62650
49,62650
215,62658
49,62659
612,62659
612,62705
182,62705
613,62705
50,62736
1150,62736
1302,62736
2479,62754
215,62754
1150,62763
181,62763
182,62763
1302,62763
182,62776
181,62776
49,62776
612,62776
182,62802
613,62802
1302,62818
1300,62818
181,62892
50,62892
182,62892
49,62952
612,62952
1151,62952
182,62952
181,62969
1300,62969
1302,62969
182,63073
181,63073
612,63073
50,63105
49,63105
613,63105
612,63173
50,63224
50,63274
215,63293
612,63296
182,63296
215,63363
7088,63363
50,63370
2479,63370
215,63393
182,63405
181,63419
50,63419
182,63419
1151,63419
2479,63453
50,63471
613,63471
1302,63494
50,63518
612,63518
613,63518
50,63544
612,63544
50,63566
1150,63566
181,63584
1300,63584
49,63584
182,63584
50,63669
1302,63669
612,63685
1150,63685
1151,63685
182,63685
2479,63711
215,63711
2479,63727
215,63745
215,63747
612,63761
50,63761
182,63761
215,63776
215,63786
2479,63786
182,63791
2479,63809
182,63815
612,63815
182,63879
49,63879
1151,63879
612,63899
182,63899
7088,63899
2298,63899
50,63956
612,63956
613,63956
612,63976
613,63999
612,63999
215,64041
49,64072
612,64072
182,64072
612,64118
1302,64118
1300,64118
1300,64166
1301,64166
1300,64259
1301,64259
613,64259
47,64259
1300,64296
612,64296
1301,64296
47,64296
182,64296
182,64325
1151,64325
612,64325
49,64325
1302,64333
50,64333
612,64333
1301,64359
612,64359
50,64359
613,64359
47,64359
47,64420
1301,64420
50,64420
215,64473
612,64492
613,64492
1300,64507
612,64507
7088,64507
613,64507
50,64677
612,64677
7088,64677
612,64691
1151,64691
1150,64691
50,64717
613,64730
50,64730
50,64759
50,64841
50,64854
612,64854
1151,64854
47,64888
225,64888
50,64888
1302,64888
612,65017
47,65017
50,65029
612,65029
613,65029
1300,65043
47,65043
1301,65043
1300,65078
181,65078
225,65078
182,65133
1300,65144
1301,65144
181,65144
612,65144
50,65179
612,65179
613,65179
612,65193
612,65215
47,65215
182,65230
181,65230
1151,65230
1301,65250
612,65250
1302,65250
47,65250
181,65267
1300,65267
612,65267
182,65267
50,65329
49,65329
613,65329
50,65352
49,65352
612,65352
612,65391
1301,65391
50,65391
612,65412
2298,65424
612,65424
7088,65489
612,65489
50,65541
49,65541
612,65553
50,65575
612,65575
50,65594
49,65594
215,65625
49,65637
50,65637
1300,65668
612,65668
47,65668
181,65679
1302,65679
182,65699
612,65705
612,65725
7088,65725
181,65759
1300,65759
50,65759
181,65779
612,65861
7088,65861
50,65897
181,65911
182,65911
1300,65928
47,65928
1301,65928
181,65999
49,65999
182,65999
1301,66022
181,66022
1300,66022
47,66022
1300,66036
47,66036
1301,66036
50,66036
613,66036
181,66054
612,66054
1151,66054
182,66054
181,66179
612,66179
182,66179
181,66284
612,66284
1151,66284
182,66284
50,66442
50,66502
613,66502
612,66519
612,66646
182,66646
612,66661
1302,66661
182,66661
612,66676
2298,66676
50,66718
47,66718
1302,66718
50,66736
1301,66736
50,66775
50,66780
612,66780
613,66780
50,66842
613,66842
1301,66846
50,66846
1302,66846
613,66846
612,66865
50,66865
613,66865
181,66901
50,66901
1302,66901
50,66931
612,66931
47,66931
50,66955
50,66979
1301,66979
613,66979
181,67016
50,67016
49,67016
613,67033
50,67033
612,67040
613,67040
612,67071
613,67071
181,67077
182,67077
612,67123
1150,67123
1151,67123
50,67182
612,67182
50,67260
49,67260
50,67320
613,67320
612,67330
182,67330
1151,67330
612,67387
182,67387
1150,67404
1151,67404
182,67404
612,67411
1150,67411
1151,67411
182,67411
1301,67462
50,67462
612,67462
1150,67482
49,67482
50,67546
1151,67566
1302,67566
1150,67693
1151,67693
612,67801
1301,67801
182,67801
1151,67801
1150,67801
181,67869
612,67869
7088,67869
612,67890
182,67890
1302,67890
1151,67890
1302,67944
50,67944
1301,67944
1301,67963
50,67963
47,67963
7088,67981
612,67981
41363,67981
612,68005
1300,68005
7088,68005
612,68023
7088,68023
1300,68023
7088,68043
612,68043
41363,68043
612,68075
181,68098
50,68098
612,68127
7088,68127
1300,68127
49,68167
612,68167
181,68184
49,68184
182,68184
50,68381
612,68381
2479,68381
225,68435
50,68435
50,68438
613,68438
612,68451
50,68451
1300,68472
181,68472
182,68472
1302,68472
50,68533
49,68533
612,68533
50,68572
47,68572
1301,68572
612,68618
50,68618
49,68642
612,68642
1151,68642
50,68704
613,68704
50,68778
612,68778
215,68795
215,68799
215,68800
215,68801
215,68802
50,68803
50,68846
49,68846
613,68846
182,68903
1302,68903
181,68903
612,68995
50,68995
613,68995
181,69011
1302,69011
225,69208
181,69208
1302,69208
182,69208
1300,69220
50,69229
613,69229
215,69277
49,69285
50,69294
613,69294
